################################################################################
## General errors
################################################################################

ERROR_GRAPH_CREATE_MALFORMED_EDGE_DEFINITION,1923,"malformed edge definition","the edge definition is malformed. It has to be an array of objects.",
ERROR_GRAPH_DUPLICATE,1925,"graph already exists","a graph with this name already exists.",
ERROR_GRAPH_VERTEX_COL_DOES_NOT_EXIST,1926,"vertex collection does not exist or is not part of the graph","the specified vertex collection does not exist or is not part of the graph.",
ERROR_GRAPH_WRONG_COLLECTION_TYPE_VERTEX,1927,"collection not a vertex collection","the collection is not a vertex collection.",
ERROR_GRAPH_NOT_IN_ORPHAN_COLLECTION,1928,"collection is not in list of orphan collections","Vertex collection not in list of orphan collections of the graph.",
ERROR_GRAPH_COLLECTION_USED_IN_EDGE_DEF,1929,"collection already used in edge def","The collection is already used in an edge definition of the graph.",
ERROR_GRAPH_INVALID_NUMBER_OF_ARGUMENTS,1935,"Invalid number of arguments. Expected: ","Invalid number of arguments. Expected: ",
ERROR_GRAPH_EDGE_COL_DOES_NOT_EXIST,1939,"edge collection does not exist or is not part of the graph","the specified edge collection does not exist or is not part of the graph.",
ERROR_GRAPH_NEGATIVE_EDGE_WEIGHT,1948,"negative edge weight found","a negative edge weight was found during a weighted graph traversal or shortest path query"

################################################################################
## Session errors
################################################################################

ERROR_SESSION_UNKNOWN,1950,"unknown session","Will be raised when an invalid/unknown session id is passed to the server."
ERROR_SESSION_EXPIRED,1951,"session expired","Will be raised when a session is expired."

################################################################################
## Simple Client errors
################################################################################

ERROR_SIMPLE_CLIENT_UNKNOWN_ERROR,2000,"unknown client error","This error should not happen."
ERROR_SIMPLE_CLIENT_COULD_NOT_CONNECT,2001,"could not connect to server","Will be raised when the client could not connect to the server."
ERROR_SIMPLE_CLIENT_COULD_NOT_WRITE,2002,"could not write to server","Will be raised when the client could not write data."
ERROR_SIMPLE_CLIENT_COULD_NOT_READ,2003,"could not read from server","Will be raised when the client could not read data."

ERROR_WAS_ERLAUBE,2019,"was erlaube?!","Will be raised if was erlaube?!"

################################################################################
## internal AQL errors
################################################################################

ERROR_INTERNAL_AQL,2200,"General internal AQL error","Internal error during AQL execution"

################################################################################
## JavaScript module loader errors
################################################################################

ERROR_MODULE_NOT_FOUND,3100,"cannot locate module","The module path could not be resolved."
ERROR_MODULE_SYNTAX_ERROR,3101,"syntax error in module","The module could not be parsed because of a syntax error."
ERROR_MODULE_FAILURE,3103,"failed to invoke module","Failed to invoke the module in its context."

################################################################################
## Agency errors
################################################################################

ERROR_AGENCY_MALFORMED_GOSSIP_MESSAGE,20001,"malformed gossip message","Malformed gossip message."
ERROR_AGENCY_MALFORMED_INQUIRE_REQUEST,20002,"malformed inquire request","Malformed inquire request."
ERROR_AGENCY_INFORM_MUST_BE_OBJECT,20011,"Inform message must be an object.","The inform message in the Agency must be an object."
ERROR_AGENCY_INFORM_MUST_CONTAIN_TERM,20012,"Inform message must contain uint parameter 'term'","The inform message in the Agency must contain a uint parameter 'term'."
ERROR_AGENCY_INFORM_MUST_CONTAIN_ID,20013,"Inform message must contain string parameter 'id'","The inform message in the Agency must contain a string parameter 'id'."
ERROR_AGENCY_INFORM_MUST_CONTAIN_ACTIVE,20014,"Inform message must contain array 'active'","The inform message in the Agency must contain an array 'active'."
ERROR_AGENCY_INFORM_MUST_CONTAIN_POOL,20015,"Inform message must contain object 'pool'","The inform message in the Agency must contain an object 'pool'."
ERROR_AGENCY_INFORM_MUST_CONTAIN_MIN_PING,20016,"Inform message must contain object 'min ping'","The inform message in the Agency must contain an object 'min ping'."
ERROR_AGENCY_INFORM_MUST_CONTAIN_MAX_PING,20017,"Inform message must contain object 'max ping'","The inform message in the Agency must contain an object 'max ping'."
ERROR_AGENCY_INFORM_MUST_CONTAIN_TIMEOUT_MULT,20018,"Inform message must contain object 'timeoutMult'","The inform message in the Agency must contain an object 'timeoutMult'."
ERROR_AGENCY_CANNOT_REBUILD_DBS,20021,"Cannot rebuild readDB and spearHead","Will be raised if the readDB or the spearHead cannot be rebuilt from the replicated log."
ERROR_AGENCY_MALFORMED_TRANSACTION,20030,"malformed agency transaction","Malformed agency transaction."

################################################################################
## Supervision errors
################################################################################

ERROR_SUPERVISION_GENERAL_FAILURE,20501,"general supervision failure","General supervision failure."

################################################################################
## Scheduler errors
################################################################################

ERROR_QUEUE_FULL,21003,"queue is full","Will be returned if the scheduler queue is full."
ERROR_QUEUE_TIME_REQUIREMENT_VIOLATED,21004,"queue time violated","Will be returned if a request with a queue time requirement is set and it cannot be fulfilled."
ERROR_TOO_MANY_DETACHED_THREADS,21005,"too many detached scheduler threads","Will be returned if a scheduler thread tries to detach itself but there are already too many detached scheduler threads."

################################################################################
## Maintenance errors
################################################################################

ERROR_ACTION_UNFINISHED,6003,"maintenance action still processing","This maintenance action is still processing"

################################################################################
## Backup/Restore errors
################################################################################

ERROR_BACKUP_INTERNAL,7001,"internal backup error","Failed to create backup set"
ERROR_RESTORE_INTERNAL,7002,"internal restore error","Failed to restore to backup set"
ERROR_BACKUP_TOPOLOGY,7003,"backup does not match this topology","The backup set cannot be restored on non matching cluster topology"
ERROR_NO_SPACE_LEFT_ON_DEVICE,7004,"no space left on device","No space left on device"
ERROR_FAILED_TO_UPLOAD_BACKUP,7005,"failed to upload backup set to remote target","Failed to upload backup set to remote target"
ERROR_FAILED_TO_DOWNLOAD_BACKUP,7006,"failed to download backup set from remote source","Failed to download backup set from remote source"
ERROR_NO_SUCH_BACKUP,7007,"no such backup set can be found","Cannot find a backup set with this Id"
ERROR_REMOTE_REPOSITORY_CONFIG_BAD,7008,"remote backup repository configuration error","The configuration given for upload or download operation to/from remote backup repositories is wrong."
ERROR_LOCAL_LOCK_FAILED,7009,"some db servers cannot be reached for transaction locks","Some of the DB-Servers cannot be reached for transaction locks."
ERROR_LOCAL_LOCK_RETRY,7010,"some db servers cannot be reached for transaction locks","Some of the DB-Servers cannot be reached for transaction locks."
ERROR_BACKUP_CONFLICT,7011,"backup conflict","Conflict of multiple backup processes."
ERROR_BACKUP_DBSERVERS_AWOL,7012,"backup not all db servers reachable","One or more DB-Servers could not be reached for backup inquiry"
